Kara Gözünün Hasretinden,Renklensin,Lan,İmdadım,Cehennemin Dibi,Gülü Sevdim Dikeni Battı,Söyleme,Yoksun,Bir İmkansız Var,Daha Nasıl Sevebilirim,Bir Gün Ol Yerimde,Yansıma,Yüreğim Ağlar,Kapalı Kapılar,Bir Şehri Sevmek,İntihar Saatler,Acı Veriyor,Kafandan Bunu Çıkar,Sen Bir Aysın,Uzağım,Yakışıklı,Helal,Yangın,AĞLATIR,İmkansız Bir Aşk Denir,Kehribar,Sensin O,Ayrı Gitme,Ayyaş,Ateşe Düştüm,Gülüşüne Yanıyorum,Olmuşum Leyla,Saygı Duruşu,Anıları Yak,Numaracı,Başıma Belasın,Aşktan Giderken,Görmem Böylesini,Gitme,Bitter,Unutamıyorum,Sor,Manolya,Seviyo muyuz?,Tanrım Reva Mı,Nefes,Yaz Gülü,Harcandıkça,Geri Dönemedim,Sahi
Ah Canım Sevgilim - Demo,Çatı Katı,Porselen Kalbim,Afili Yalnızlık,Komşu Kızı,Aşk Dediğin,Nazende Sevgilim,Elfida,İstanbul'da Sonbahar,Her Gece,Uzaktan,Kalbinde Birileri Var,Gurur Benim Neyime?,Seni Unutmaya Ömrüm Yeter mi,Anlayamazsın,Bana Öyle Bakma,Tövbe,Çözemezsin,Kusura Bakma,Sokak Lambası,Hiç İyi Değilim,Beni Aşka İnandır,366.Gün,Giderdi Hoşuma,Sensiz Ben,imkansız bir aşk denir,Ben Varım,Anlat Ona,Aşk Kırıntıları,Hele Bi Gel,Birden Geldin Aklıma,Gelsin Hayat Bildiği Gibi,Sil Baştan,Yıldızların Altında,Son Seslenişim,Olmasa Da Olur,Beni Kendinden Kurtar,İki Yabancı,Sevdim Seni Bir Kere,Beklenen Gemi,Sar Bu Şehri - Akustik,Cambaz,Oyunbozan,Nasır,Bu Kız,Toprak Yağmura - Akustik,Kupa Kızı Ve Sinek Valesi,Herkes Gider Mi,Tek Başına,Hata,Uykusuz ve Dengesiz,Böyle Sever,Sen Affetsen,Sen Benim Başıma Gelen En Güzel Şey,Merhametine Dön (2021 Tek Edit),Derinden / bazen hayat çok kötü gidiyor ve ben onu nasıl anlatacağımı bilemiyorum,Garezi Var,Gözlerinin Yeşilini Özledim,Galiba - Orijinal Rap Versiyon,Çakmak Çakmak,Böyle Ayrılık Olmaz,Labirent,Anla,Yarım Kalan Sigara,sanki hevesim hiç kırılmamış gibi,İyi Ki Vardın,İyi Uykular Peder,Sen Ağlama,Şaraplar ve Kadınlar,Neyim Var Ki (feat. Sagopa K),Bi’ Kız Var,Pus,Aşk Yeniden,Evleniyormuşsun Bugün,Mor Yazma,Med Cezir,Olmazlara İnat,Artık Bi' Manyağın Var,Sen Varsın Diye,Yarınım Yok,Durmaz Akar,Maalesef,Gökyüzünde,Hep De Yorgun
Acının İlacı,Adını Başkasının Koyduğu Çocuklar,Benden Bana,Bizim Zamanımız,Derine İndik,Doldum,E Tabi,Felek,Gelir Geçer,Hepinize El Salladım,Hikaye,İçimizdeki Canavarlar,Koca Yaşlı Şişko Dünya,Mavi Ekran,Rüyalarda Buruşmuşum,Sarılırım Birine,Tın Tın,Yaktı Geçti,Yanmış İçinden,Yoruldum,Zombi,Bir Polar Ve Bipolar,Bir Dakika,Işıklar,Kısır Döngü,Toprak,Yak Gemilerini,İnan İsterdim,Oyun Değil,Arsız Gönül,Beyoğlu,Kafama Göre,Serseri Mayın,Kal (feat. Teoman),Sen Ağlama,Derinden / bazen hayat çok kötü gidiyor ve ben onu nasıl anlatacağımı bilemiyorum,Yarım Kalan,Kalbim (Slow Versiyon),Bir Anda Tek Yöne,Mesela Yani,Bardak Taşıyor,Bulunmam Gerek,Çal,Esmer,Kaçak,Kapkara,Meczup,Ruhum Bela,Tastamam,Terslik Var,Umman Dondu,Yan,Yalnızım Ben,Misafir,Ölülerle Konuşmanın Püf Noktaları,Bana Bir Masal Anlat (Sıkıldım Kafamda Farklı Farklı Düşünce),Allah Yar,Ceviz Ağacı,Demedim mi,Raptiye Rap Rap,Haram Geceler,Duyanlara Duymayanlara,Holocaust,Neyim Var Ki (feat. Sagopa K),Yerli Plaka,Zamanda Yolculuk,Belki,Belki - Akustik,Çözemezsin,Fikrimin İnce Gülü,Firuze,Geçmesin Günümüz,Sakladığın Bir Şeyler Var,Yetemedim,Caddelerde rüzgar,Ah,Aman Aman,Bal,Bu Akşam,Dağlar Bağlar,Dibine Kadar,Elimdeki Saz Yeter Canıma,Eyvallah,Geçmiş Olsun,Gönül,Gönül İster,Gözleri Kanlı,"Gurbet - Live At Bostancı Gösteri Merkezi, İstanbul / 2003",Hayvan,Helal Olsun,Her Şeyi Yak,İyi de Bana Ne,Kırmış Kalbini,Kolay Değildir,Köprüaltı,"Olmadı Yar - Live At Maslak Venue, İstanbul / 2003",Öyle Dertli,Rüyanda Görsen İnanma,Senden Daha Güzel,Seni Kendime Sakladım
Alla Beni Pulla Beni,Kumralım,Mecbursun,Kış Güneşi,Ele Güne Karşı,Adamım,Karabiberim,Hercai,Zalim,Be Adam,Ay İnanmıyorum,Ben Tabii Ki,Hovarda,Adam,Eğlen Güzelim,Onu Alma Beni Al,Ateşini Yolla,Can Bedenden Çıkmayınca,Jest Oldu,Fırtınalar,Dönence,Beni Yakan Aşkın,"Saz mı, Caz mı",Holigan,Abone,Sabır,Suç Bende,Saydim,Istanbul,Karam,Şanıma İnanma,Yalan,Bi Seni Konuşurum,Dansöz,Baksana Talihe,Aşkın Ateşi,Sor,Dudu,Bombabomba.com,Kalpsizsin,Sarışınım,Olmaz Oğlan,Asuman Pansuman,Çakkıdı,Sadece Arkadaşız,Su Gibisin,Aldatıldık,Çukulata Kız,Uzun Uzun Yollar,Gamzelim,Kuzu Kuzu,Şımarık,Aya Benzer,Araba,Maalesef,Aşka Yürek Gerek,Bandıra Bandıra,Sallayalım Dünyayı,Be Adam,Cici Kız,Every Way That I Can,Kırmızı,Güle Güle Şekerim,Sor,Aşkım Baksana Bana,Padişah,Sevdik Sevdalandık,Kandırdım,Ateşle Barut,Aşkı Bulamam Ben,Püf - 2,8:15,Bi Seni Konuşurum,Karar Verdim,Kendime Yeni Bir Ben Lazım,İlaç,Erkekler De Yanar,Kız Kıza,Aşk Sakızı,Havaalanı,Dandini,Naber?,Çalkala,Sebastian,Gölge,Sana Neler Edeceğim,Acımayacak,Leyla,Janti,Dan Dan,Yüzük,Deli Bile,Kudur Baby,Dudak,Yangın Var,Kime Diyorum,Aşkistan,Olan Var Olmayan Var,Ne Yapardım,Buzdan Şato
Madem,Dinle Beni Bi',Barbar,Dünyanın En Güzel Kızı,Böyle Kahpedir Dünya,Hele Bi Gel,Anamız Babamız Yok Deriz,Dursun Zaman (feat. Göksel),Acının İlacı,Karanlık,Doldum,Anlat Ona,Hatamı Dansa Kaldırdım,"deniyorum, ama",Ah Canım Sevgilim - Demo,Dibine Kadar,Zaman Yok,Porselen Kalbim,Teni Tenime,Soğuk Şarap,Bu Kız,Benimle Kayboldun,Beni Neden Sevmedin,Toprak Yağmura - Akustik,Sen Ona Aşıksın - Kabullenme,Kalbim Seni Arıyor,Sar Bu Şehri - Akustik,Sıcak Şarap,Sarılırım Birine,Olmazlara İnat,Dip,Son Durağın,imkansız bir aşk denir,Yaralarını Ben Sarayım,Yarım Kalan Sigara,Romeo Ve Juliet,Geçme Artık Sokağımdan,Rüyalarda Buruşmuşum,Ama Bana Bakma Öyle,Uyku,İstanbul Beyefendisi,Gece,Uykusuz ve Dengesiz,Şiir Oldum,ARABA,Suçlarımdan Biri,Bekle Dedi Gitti - Çizik,gözlerindeki ay,ELLERİM BOŞ,Dua,M.,NKBİ,Herkes Gider Mi,Derinden / bazen hayat çok kötü gidiyor ve ben onu nasıl anlatacağımı bilemiyorum,NKBİ X YAPAMAM - Remix,Bu Benim Hayatım,Kapatıyoruz - 3 - Verse,Hep De Yorgun,N'aptığını bilmesem de,Mesela Yani,Lütfen,Pus,DAISY,Eskisi Gibi,Aşka Çarem Yok,SIMARIK,JET BABA,"Her Akşam Votka, Rakı Ve Şarap / Sarhoş",olsun,Ben Senden Vazgeçtim,Outro,Nerdesin,Başa Sar,Diğer Yarım,BÖLÜM SONU,Riv Riv Riv,BABA,Son Arzum,MAHVET,Mahvet 2.0,Uzunlar - V1,YOK MUYDU VAKTİN BANA?,Son Defa,SENIN UGRUNA,Bırakman Doğru Mu,Hadi Gittik,Işıkları Söndürseler Bile
Dünya Gül Bana,Ölü,Çıktık Yine Yollara,Ölüme İnat,Sözler Şerefsiz Oldu,Kendine İyi Bak,Dum Taka Dum,Ağustos Sırılsıklam,Şerefsiz (feat. Sansar Salvo),Neyim Var Ki (feat. Sagopa K),Galiba - Orijinal Rap Versiyon,Gelsin Hayat Bildiği Gibi,Deniz Kızı,Bana Kendimi Ver,Baytar,Eskimiş Senelere,Gözümden Düştüğün An,Holocaust,Ne,Pardon Aşkım,Rüyalarım Var,Kibir,Yerli Plaka,İstisnalar Kaideyi Bozmaz,Sessiz Ve Yalnız,Depresyon Oteli,Şaraplar ve Kadınlar,Bırakman Doğru Mu,Yorgunum Ben,Terapi,Üzülme/elbetbirgün,Esir,Darağacı,Yakamoz,Mayıs 6,Yıkılır,Seni Son Anlatışım,Anlat Ya Da Sus,Ezilmiş Çocuklar,Zamanda Yolculuk,Mesela Yani,Çivi,Gibi,Yarım Kalan Sigara,Aynı Terane,Ne İçin Yaşıyorum,Ben Kimim,Şeytanla Sözleşme,Son Kez,Hayalin Yeri Yok,Yaşamak Öldürür P1,Aynı Dündeyiz,Kaşağı,Yak Ciğerimi,Hicran,Fare Kapanı,Böyle (feat. Mister Geng & Orking),Tehlikeli,Bana Birseyler Soyle,Böyle İyi,Mafya Şarkısı,Bir Yol Göster Bana,Yorgun Aynalar ve Rüzgarın Fısıltısı,Kelebekler ve araba farları,Kirli,TEKMEYE KAFA,Kabus,Kabus
Duvar,Kurşuni Renkler,Ben De Yoluma Giderim,Anma Arkadaş,Unutama Beni,Anlamazdın,Bana Yalan Söylediler,Yerine Sevemem,Rüzgar,Alev Alev,Şanıma İnanma,Ara Beni Lütfen,Mayın Tarlası,Farkındayım,Katmer Katmer,Dağları Deldim,Haydi Gel Benimle Ol,Kördüğüm,Sevdik Sevdalandık,Sevince,Yollarda Bulurum Seni,Zor Kadın,Aldatıldık,Bu Aşk Fazla Sana,Seni Yerler,Sevenler Ağlarmış,Yeter Ki Onursuz Olmasın Aşk,Düşler Sokağı,Tükeneceğiz,Ah Bu Şarkıların Gözü Kör Olsun,Yalnızlık Ömür Boyu,Bağrı Yanık Dostlara,Bir Günah Gibi,Seni Düşünmek Güzel Şey,Sevenler Ağlarmış,Çöpçüler,Olsun,Yanarım,Rengarenk,Koparılan Çiçekler,Bir Çaresi Bulunur,Açık Adres - Akustik,Kanatlarım Var Ruhumda,Bu Mudur,Kimler Gelmiş,Serseri,Paramparça,Yağmurlar,Ellerimde Çiçekler,Medcezir,Hakkında Her Şeyi Duymak İstiyorum (Şekerli Versiyon),Sarı Laleler,Tutamıyorum Zamanı,Papatya,Gemiler,İstanbul'da Sonbahar,Benim Hala Umudum Var,Kek,Gönülçelen,Belki De Dönerim,Gönül,Resmen Aşığım,Pırlanta,Aşkın Ateşi,Aşk Sakızı,Erkekler De Yanar,Keşke,Son Verdim Kalbimin İşine,Ele Güne Karşı,Tencere Kapak,Doktor,Baş Harfi Ben,Gül Pembe,Bir Sevmek Bin Defa Ölmek Demekmiş,Fesuphanallah,Kalpsizsin,Bi Seni Konuşurum,Seviyorum Sevmiyorum,Giden Günlerim Oldu,Bambaşka Biri,Cumhuriyet,Küçücüğüm,Her gece,Ebruli,Ben Güzelden Anlarım,Kaçın Kurası,Organize İşler Bunlar,Kendime Yeni Bir Ben Lazım,Ruhun Sarışın,Sevdik Sevdalandık,Yalnız Kuş,Yüzsüz Yürek,Melek,Kamikaze,Kırık Kalpler Durağında,Benden Sana,Hep Yek,Aşk Yeniden,Aşk Herşeyi Affeder Mi,Yas 18
Koca Yaşlı Şişko Dünya,Rüyalarda Buruşmuşum,Berhudar Olmak Zor - Küçük Esnaf Orijinal Film Müzikleri,Sözlerimi Geri Alamam,Sen Anla,Ölürüm Sana,Kuzu Kuzu,Sevdik Sevdalandık,İhanetten Geri Kalan,Her gece,Olduramadım,Bir Derdim Var,Aldatıldık,Mayın Tarlası,Şımarık,Seni Yerler,Saydim,Arkadaşım Eşşek,Öyle Kolaysa,Vaziyetler,Afitap,Karşıyım,Ölüyorum,Hayvaaağ1n,Yol Gözümü Dağlıyor,Ben İnsan Değil Miyim,Aldırma Gönül,O Çeşme,İtirazım Var,Ağla Sevdam,Issızlığın Ortasında,Neydi Günahım,Yuh Yuh,Nem Kaldı,8.15 Vapuru - Full Mix,Özgürce Yaşa,Laubali,Organize İşler Bunlar,Diva Yorgun,Nikah Masası - Düğüm Salonu Orijinal Film Müziği,Zahid Bizi Tan Eyleme - 2021 Reissue,Aşk Kitabı,Bangır Bangır,Cacık,Domates Biber Patlıcan,Hayvaaağ2n,Al Sevgilim,Gel,Sakin Ol - Radio Mix,Vermem Seni Ellere - Yol Arkadaşım Orijinal Film Müziği,Sen Rahat Uyu,Yolla,Ele Güne Karşı,Ahu,Fırtınadayım,Mazeretim Var Asabiyim Ben,Sude,The One - Dündar Dinç (Film Edit),Kış Güneşi,Düldül,Erkekler De Yanar,Adam,Ankara,Elfida,Yollarda Bulurum Seni,Süleyman,Sarı Çizmeli Mehmet Ağa,Ya Bu İşler Ne,Aferin,Sarılırım Birine,Acının İlacı,Dönence,Nick The Chopper,Engerek,Allah Belanı Versin,Hey Siri,Allah Belanı Versin - Rock Versiyon,Kafa,Fan,Numaracı,Diva Yorgun - II,Deli Kan,Dal,Bombabomba.com,Sakın Gelme,Hep Yaşın 19,Fabrika Kızı,Gurbet,Rüya,Bas Gaza,Akrebin Gözleri,Müphem,Uzun İnce Bir Yoldayım,Anadolu Tat 1071,Bu Aşk Fazla Sana,Bir Hadise Var,Aşk Yok Olmaktır,Kumralım,Saki,Mühürledim Seni Kalbime (Bir Hadise Var)
Kader,Aşktan Fazla,Gel Gel,Ele İnat,Taş Yürek,Yıkım Kararı,Kırgınım Ona,Doktor,Buz Kırağı,Bence Mutluyduk,Rüzgar,Küs,Bu Yüzden,Perişanım,Pencere,Lüzumsuz Savaş,Kal Diyemem,İki Yol,Mahzen,Sana Değmez,Olur Ya,Unuttum,En Azından,Saçmalık,İki Hece,Müjgan,Yan,Sana Söylüyorum,Yok,Taş,Kim Bilebilir Aşkı,Kapılar,Efsane,Seyre Dursun Aşk - Akustik,Krema,Bir Fırt Çek,Çelişki,Heves,Bizi Yorma,Saygı Duyarım,Hadi Çal,Heyecan,Teslim,Kara Liste,Ellerinden Öper,Kendine Müslüman,Arkadaş Kalalım,Saklandım İzlerinde,Farkın Bu,Olmadı,E Bilemem Artık,Donmem,Nirvana,İltimas,Yankı,Bana Sen Gel,Bir Dilek Tut Benim İçin,Geceler Kara,Sabrımdan,Kelepçe (Club Version),Gülün Rengi,Hata,Köle,Hayat Öpücüğü,An,Doldur İçelim,Unuturum,Ayrılmam,Yeni Biri,Sopa,Hayrola,Detay,Aşk Dediğin,Gel Bana,Büyük Hatırın Var,Uygun Adım,Rivayet,Gelemiyorum Yanına - Live,Ne Zamandır - Akustik Live,Nabız 180,Yakar Geçerim,Yalnız Başına,Şükür,Aşk Sandım,Senden Çok,Çakmak Çakmak,Üzülmedin mi?,Yeşil Su,Gece,Neyleyim İstanbulu,Martılar,Lolİta,Canın Sağolsun,Kiyamadim Ikimize,Armağan,Acele Etme,Ara Beni Lütfen,Sana Güvenmiyorum,Merhaba Merhaba,Kelepçe
Önsöz,Yan Benimle,Kafa,Bangır Bangır,Cevapsız Çınlama,Bas Gaza,Sen Olsan Bari,Uslanmıyor Bu,Öp,ISABELLE,Ara,Cennetten Çiçek,Vaziyetler,Zorun Ne Sevgilim,Geççek,Kırmızı,Dansöz,Seviyorum Sevmiyorum,Kanatlarım Var Ruhumda,Mavişim,Akdeniz Akşamları,Lolİta,Haydi Gel Benimle Ol,Antidepresan,Uzunlar - V1,Bu Aşk Fazla Sana,Budur,Batum Türküsü,Kal (feat. Teoman),Poşet,Gamzelim,Kendime Yeni Bir Ben Lazım,izmir - Remix,Kırk Yılda Bir Gibisin,Ayrı Gitme,Gemilerde Talim Var,"Vakit Yok,Gemi Kalkıyor",Evlenmeliyiz,Düm Tek Tek,Bi' Tek Ben Anlarım,Al Aramızdan,Biz Aşkı Meleklerden Çaldık,Sopa,Aşkın Ateşi,Alt Dudak,Benden Bir Tane Daha Yok,Ya Ya Ya Ya,Yağmurlar,Mayın Tarlası,özlem tekin - aşk her şeyi affeder mi,Dağları Deldim,Hep Yek
Wish You Were Here - 2011 Remaster,Like a Stone,Broken,Black,Jeremy,Smells Like Teen Spirit,Heart-Shaped Box,The Man Who Sold The World - Live,Lithium,Where Did You Sleep Last Night - Live,Losing My Religion,Californication,Otherside,How You Remind Me,Toxicity,Chop Suey!,Nothing Else Matters,Come As You Are,Animal Instinct,The Unforgiven,Ode To My Family,When A Blind Man Cries - Remastered,Promises,Wish You Were Here,Don't Cry (Original),Knockin' On Heaven's Door,Wonderful Tonight,"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Johnny B. Goode,You Never Can Tell,When You're Gone,"Vermilion, Pt. 2",Back To Black,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Rehab,You Know I'm No Good,About A Girl,Zombie,B.Y.O.B.,Aerials,Someday,Bohemian Rhapsody - Remastered 2011,Wind Of Change,Feel,Supreme,Somethin' Stupid,Complicated,I'm with You,Nobody's Fool,Anything but Ordinary,Alive,Killing In The Name,Bitter Sweet Symphony - Remastered 2016,Dig,You're Beautiful,Goodbye My Lover,Hotel California - 2013 Remaster,Cocaine,Do I Wanna Know?,The Distance,Wicked Game,Psycho,Psycho Killer,Wonderwall - Remastered,Every You Every Me,Supergirl,Through The Eyes Of A Child,Perfect,Perfect Duet (Ed Sheeran & Beyoncé),In the Shadows,Guilty,With Or Without You,The Temple Of The King,Where Is My Mind? - XFM Live Version,The Scientist,Something Just Like This,Paradise,Hymn for the Weekend,Bad To The Bone,Freak On a Leash,Falling Away from Me,Take It Easy - 2013 Remaster,Dream On,One Step Closer,White Flag,Here Without You,Fallin',In the End,Stuck In A Moment You Can't Get Out Of,Seven Nation Army,Thank You,Here With Me,Life for Rent,Genie In a Bottle,Take My Breath Away,Melancholy Man,Shape Of My Heart,My Sacrifice,Everybody Hurts,One Of Us
Bombabomba.com,Şekerim,Bas Gaza,Kudur Baby,Tıkla,Cicilerini,Bir Dudak Ver,80 80 160 Seksen Seksen Yüzaltmış,Çikolatam,Tansiyon,"Şappur Şuppur, Pt. 1",Üfle,Çılgın,Ben senin ananın,OHA,Mesafe,Poşet,Karabiberim,Dansöz,Sor,Ne Bu Neşe,İki Deli,İşim Olmaz,Canıma Minnet,Mikrop,Şeytan,Gıybet,Bebeğim Oldun,Tuttu Fırlattı,Sebastian,Aman Aman,Adeyyo,Dibine Dibine,Hoşuna Mı Gidiyor?,Dan Dan,Bangır Bangır,Ya Ya Ya Ya,Ben Aptal mıyım,Sığamıyorum,Meyhaneci,Aşkım Baksana Bana,Canavar,Hadi Çal,Okyanus,Miş Miş,Öpücem,Evlenmene Bak,Şımarık,Kuzu Kuzu,Öp,Dudu,Yolla,Yakar Geçerim,Senden Çok Var,Çakkıdı,Yatcaz Kalkcaz Ordayım,Prenses,Şak Şuka,Kiralık Aşk (Sen misin İlacım?),Yerli Plaka,Haydi Gel İçelim,Dağılmak İstiyorum,Dudak,Çok Çok,Çalkala,Bir Güzellik Yap,...dan sonra,Bodrum,Yaparım Bilirsin,Saz mı Caz mı?,Katmer Katmer,Salıncak,Cevapsız Çınlama,Hikaye,Vuracak,Giderli Şarkılar,Bodrum Akşamları,İntikam,Dinle,Bebek,Sadece Arkadaşız,Çanta,Kırmızı,Salla,Tabi Tabi,Şans Meleğim,Türkan,Aşkın Ateşi,Şıkır Şıkır,Nerdesin Aşkım,Havaalanı,Çakmak Çakmak,Rengarenk,Benim Gibi Olmayacak,Aman,Kırk Yılda Bir Gibisin,Naber?,Arada Sırada - Dance Remix,Pırlanta,Kulüp
Hayatla Kavgam Var,Bu Ateşe Sen Attın,Seni Daha Nasıl Sevebilirim,Ömürler Kısa,Ağla Kalbim (Mix Edition),Mikrofon Biznezz,Duyduğuma Göre sevdiğin varmış Taladro&Öykü Gürman - Mix,A.A.K.L.,Yüzüğü Çıkar - Duygusal Beat - BA-Beat/Baturay Musıc,Düşme,Babam,Taladro & Rope - Mayıs 8 Mix,Kibariye & Taladro - GİDEMEM,Otur Bi Anlatayım,Lapsekili tayfur geceler,Sevgi Dolu Dünyamız,Neler Oluyor Bana,Yanlış,Senle Açamam - Live,Gözleri Varya - Remix,Gözleri Var Ya,Nereden Bileceksiniz,Electric,Dünya,Duman Sardı Dört Bir Yanımı,Diwali,Diwali v2,Feelin It,Narcos #SessizSoundSpecial,Davay Davay,Yırtıl,Tutmayın Küçük Enişteyi - Mix,My Neck My Back,Ünal Turan - 2022,Turbo,"Ders Almam, Ders Veririm",Hayırdır Boolum,RBGN,Barbi Roman Ritim Show,Seni Severdim,Mayıs 6,Ne olur Gitme,Ne Olur Gitme - Şerefine Değil Şerefsizliğine,Saçın Uzun Aklın Kısa,Control,Mayıs 3,Umudum Yıkılmaz,Bu Şehir Sana Hasret Yar,Kopamam Senden,Herşey Bitti,Pare,Mayıs 9,Nereden Bileceksiniz 4,Küfür Bass,Aydilge X Taladro - Aşk Paylaşılmaz.,son mektup,Gebermek Üzereyim,Cenaze Marşı,Sevdiğim-yavaş (My Love-slow),Lost in Music,Öyle Kal - feat. Yıldız Tilbe,Kopamam Senden,Ciks Gayda,Mahallede Tekim - Roman Havası,Acelem Yok,Patladın Patladın,Hayata Küstüm,Yaşanmayan Günler Var,İçim Yanar,Yıldız Tilbe - Bir Alo De,Adem Demirci- Bir Kere de Bana İhtiyacın Olsun,Araba Benzini Masraf,Şekerim,Kızlar Dura Dura,Çok Kötüymüşsün,Öbür Dünyada Sen Yan,Demir Attım,Is The Bass,Cano,Alçak,Sen Bilmedin Hallarımı,That's My Name,Taşa Çevirdi,Beni Güldür Ya da Öldür,K-HPELİK YOK - Nurişler Racon,Kafam Almıyor Vedanı,Çek Git Bebeğim - Beyaz Show,Tarifi Zor,Lafı mı Olur,Tatlı Tecrübe,Şimdi Burda Olsaydın - Remix,Mamoş,Onursuzda Yaşayamam,Yara Gibisin,Ayrılıklar Vurdu Bizi,Ankara Şahidim Olsun,İsterdim ki Sen Ol Başımın Tacı,Kurşuna Gelsin,Bilemiyorum,Şart Olsun
Sen Çoktan Gitmişsin,Janti,Senden Çok Var,Küçücüğüm,Ki Sen,Boş Bardak,İltimas,Sevdanın Son Vuruşu,Seyre Dursun Aşk,Haberi Var Mı,Adımı Kalbine Yaz,Koparılan Çiçekler,Zalim (Ellerine Sağlık) - Remastered,Her şey Sensin,Ben,Benimki,Yeniden,Keyfi Yolunda Aşkı Sonunda,Gülümse Kaderine,Cambaz,Kumralım,Kasaba,Son Liman,Sen İstanbul'sun,Biraz Ayrılık,Aşk Lazım,Taş,Şıkır Şıkır,Kardan Adam,Bırakman Doğru Mu,Yaz Gülü,Deva Bize Sevişler,Anlat Güzel mi Oralar,Son Aşkım - Remastered,Ben Bilmem,Yağmur,Ara Beni Lütfen,Arada Bir,Atma,Bakıcaz Artık,Unut Onu Kalbim,Saygımdan,Âşık,Bir Fırt Çek,Geri Dönüş Olsa,Bir Hayli,Aşk Gitti Bizden,Saat 03.00 - versyon 1,Büyük Hatırın Var,Sana Değmez,Aşkla Aynı Değil,Yaş Hikayesi,Unuttun mu Beni?,İnsan Sevmez Mi?,Haydi Gel İçelim,Gezegen,Yine Sev Yine,İnceden İnceden,Yak,Aman Aman,Köprüaltı,Pembe Mezarlık,Korkma Kalbim (Klip Versiyon),Açık Adres - 2. Versiyon,Alışamıyorum,Pas,Ezberbozan,Canın Sağolsun,Yalanın Batsın,Tutamıyorum Zamanı - Mahmut Orhan Remix,Cevapsız Sorular - Mahmut Orhan Remix,Sıfır Tolerans - Mahmut Orhan Remix,Rota,Asrın Hatası,Arada Sırada - Dance Remix,Acele Etme,Yurtta Aşk Cihanda Aşk,Ne Kavgam Bitti Ne Sevdam,Bir Bela,Gitme,Benimle Oynama,Vuracak,Budala,Hayırlı Günler,Kış Bahçeleri,Poşet,Düştüysek Kalkarız,Ben Ölmeden Önce,Gölge,Cennet,Boynun Borcu,İki Yol,Kiyamadim Ikimize,Yalan Dünya,Beni Aşka İnandır,Vicdanın Affetsin,Aşk Kırıntıları,Unutamam,Tebrikler,Her Şey Fani - Mahmut Orhan Remix
Bütün İstanbul Biliyo,Koptu İpim Düşüyorum,Ah Bu Ben,Yandım,Yollarda Bulurum Seni,Love Me Back,Elfida,Giderdi Hoşuma,Yaz Yaz Yaz,İstanbul Beyefendisi,Ve Ben,Kediler ve Şarkılar,Dünya Dönüyor,Zaten Kırılmış Bir Kızsın,Evleniyormuşsun Bugün,Mutlu Yıllar,Ben Gibi Bakmaz,Sen Benim Şarkılarımsın,Koca Yaşlı Şişko Dünya,Acının İlacı,Rüyalarda Buruşmuşum,Sarılırım Birine,Mor Yazma,Aşk Yok Olmaktır,Öyle Kolaysa,Kumralım,Dibine Kadar,Köprüaltı,Seni Kendime Sakladım,Senden Daha Güzel,Bu Akşam,Bal,Bir Sebebi Var,Sevsene Beni,Anlat Ona,Birileri Anlatsın Bana,Saçma Sapan,Lan Oğlum Böyle Olmaz,Aklımda Bi Kördüğüm,Müzik Kutusu,Beyaz Skandalım,We Could Be The Same - Istanbul,Dünyanın Sonuna Doğmuşum,Cevapsız Sorular,Bir Kadın Çizeceksin,Karam,Her Aşk Ölümü Tadacak,Alışırım Gözlerimi Kapamaya,Bir Pazar Kahvaltısı,Bana Öyle Bakma,Serseri,Paramparça,N'apim Tabiatım Böyle,Bu Aşk Beni Yorar,Melankoli,Sil Baştan,Dinle Beni Bi',Sen Varsın Diye,Ölsem Yeridir,Kendime Yalan Söyledim,Ben Nası Büyük Adam Olucam,Anamız Babamız Yok Deriz,Sokak Lambası,Oyunbozan,Bu Kız,Yine Yeni Yeniden - Yeniden Sev,Madem,Yapma N'olursun,Yakamoz Güzeli,Yıldızlara Bak,Sıcak Şarap,Haydi Gel İçelim,Her Şeyi Yak,Aman Aman,Seni Dert Etmeler,Daha Mutlu Olamam,Kelebekler,İyi de Bana Ne,GECELERİN DERDİ,Aşk Nerden Nereye,Yıldızların Altında,Gitme,Öyle Dertli,Aldattım,Tastamam,Uzunlar - V1,Bırakma Kendini,Cambaz,Hoşçakal,Ayy / Ben Hala Rüyada,Ne Güzel Güldün,Dünyadan Uzak,Belki Üstümüzden Bir Kuş Geçer,İçinde Aşk Var,Küçücüğüm,Hiç Bitmez Bu Masal,Dönme,Sevdiğim Kadın,Bu Kalp Seni Unutur mu,Bir Derdim Var
