Kara Gözünün Hasretinden,Renklensin,Lan,İmdadım,Cehennemin Dibi,Gülü Sevdim Dikeni Battı,Söyleme,Yoksun,Bir İmkansız Var,Daha Nasıl Sevebilirim,Bir Gün Ol Yerimde,Yansıma,Yüreğim Ağlar,Kapalı Kapılar,Bir Şehri Sevmek,İntihar Saatler,Acı Veriyor,Kafandan Bunu Çıkar,Sen Bir Aysın,Uzağım,Yakışıklı,Helal,Yangın,AĞLATIR,İmkansız Bir Aşk Denir,Kehribar,Sensin O,Ayrı Gitme,Ayyaş,Ateşe Düştüm,Gülüşüne Yanıyorum,Olmuşum Leyla,Saygı Duruşu,Anıları Yak,Numaracı,Başıma Belasın,Aşktan Giderken,Görmem Böylesini,Gitme,Bitter,Unutamıyorum,Sor,Manolya,Seviyo muyuz?,Tanrım Reva Mı,Nefes,Yaz Gülü,Harcandıkça,Geri Dönemedim,Sahi
Yapma N'olursun,Seni Kendime Sakladım,Bu Kız,Belki Üstümüzden Bir Kuş Geçer,Beni Sen İnandır,Bir Derdim Var,Ne Farkeder,Rüyalarda Buruşmuşum,Aldattın Mı,Ah Bu Ben,Aldattım,Koca Yaşlı Şişko Dünya,Haydi Gel İçelim,Dinle Beni Bi',Yıldızların Altında,Senden Daha Güzel,Seninle Kafam Güzel,Boş Gemiler,Kendime Yalan Söyledim,Mor Yazma,Tastamam,Elleri Ellerime,Ben Öldüm,Pembe Mezarlık,Elfida,Bu Akşam,Oyunbozan,Bekle Dedi Gitti - Çizik,Cevapsız Sorular,Yapma N'olursun,Saydim,Istanbul,Kafama Göre,Bu Aşk Fazla Sana,Sevdim Seni Bir Kere,Ölüyorum,Yollarda bulurum senı,Sarı Çizmeli Mehmet Ağa,Zaferlerim,Sen Ağlama,Islak Islak,Alev Alev,Ben Nası Büyük Adam Olucam,Cambaz,Zifiri,Fener,Ben de Özledim,Her Şeyi Yak,Yad Eller,Araf,Saydım,Ne Güzel Güldün,Gel Gör Beni Aşk Neyledi,Giderdi Hoşuma,Mevsimler Gerçerken,Hele Bi Gel,Mavi Duvar,F.D.,Anlasana - Live,Kır Papatyası,Dursun Zaman (feat. Göksel),Kafile,Sokak Lambası,Yine Yazı Bekleriz,Aşk Nerden Nereye,Ben Anlarım,Sözlerimi Geri Alamam,Meczup,Ahtapotlar,Ben Seni Arayamam,Müzik Kutusu,Taş Duvarlar,Aşk Durdukça,Durma Yağmur Durma,Mutluluk Reklamı,Anason,Haram Geceler,Her Şey Biraz Hala Sen - Alternatif Versiyon,Ebruli,Kafamda Kentsel Dönüşümler,Derbeder,Hikayem Bitmedi,Endamın Yeter,Sevmekten Usanmam,Küçük Sevgilim,Yalnızım Ben,Gül Güzeli,Hoşçakal,Zaferlerim,Nefes Bile Almadan,Benimle Kayboldun,Ellerini Ruhumdan Çek,Yoktun Artık,Daha Mutlu Olamam,Yalnız Kalsın,Kalbim Var,Sarılırım Birine,Bahamalar,Her Şey Biter De,Sangria
Senden Daha Güzel,Bu Akşam,Oje,Köprüaltı,Yıldızların Altında,Haydi Gel İçelim,Pembe Mezarlık,Kafam Senden Bile Güzel,Bir Derdim Var,Kupa Kızı Ve Sinek Valesi,Ele Güne Karşı,Kafama Göre,Ben Öldüm,Sözlerimi Geri Alamam,"Senden, Benden, Bizden",Skalonga,Holigan,Kime Ne,Serseri Mayın,Arsız Gönül,Ben Böyleyim,Yeniden Doğup Gelsem,Gönülçelen,Anlıyorsun Değil Mi?,Zamparanın Ölümü (İkinci Ve Son Bölüm),Hep Yek,Dağları Deldim,Saydım,Yaşamak İstemem,Cherokee,Çektir Git,Yat Geliyorum,Şaşkın,Rasta Baba - 2011,Lambaya Püf De,Havadar,Deprem,Lan Oğlum Böyle Olmaz,Eğri Eğri Doğru Doğru,Yine Düştük Yollara,Nafile,Estarabim,Rüya,Yollar,Teker Teker,Sude,Mazeretim Var Asabiyim Ben,Sakın Gelme,Kara Sevda,Gibi Gibi,Tuttu Fırlattı,Ne Yapardım,Bana Bir Şarkı Söyle,Tastamam,Love Me Back,Meczup,Bardak Taşıyor,Dursun Zaman (feat. Göksel),Bir Kadın Çizeceksin,İz Bırakanlar Unutulmaz (feat. Vega),Dünyanın Sonuna Doğmuşum,Ben Kalender Meşrebim,Oh Olsun,Laubali,Sabır,Nolur Nolur Nolur,Arjantin,Aslında Bir Konu Var,Rampa Stampa,ah güzel kafam,Sol Şeritte,Hayvan Yaralı,HEPSİNE NE FENA,ARAYAN BULUR,HAYALETLER,Suluşaka,İki Yol - Album Mix,Bir Tek Sen Gelmedin,Deja Vu,Dediler Ki,Buzdan Şato,Düşler Sokağı,Mor Yazma,Yanıma Yataydı,Öyle Sarhoş Olsam ki,Bir,Cambaz,Yaz Yaz Yaz,Ben Seni Arayamam,Ahtapotlar,Kafile,Kahpe,Sen Aşkımızdan,Eskitilmiş
Bir Derdim Var,Aşk Nerden Nereye,Değmesin Ellerimiz,Kendime Yalan Söyledim,Her Şeyi Yak,Yıldızların Altında,Cevapsız Sorular,Bu Aşk Fazla Sana,Kupa Kızı Ve Sinek Valesi,Cambaz,Yürek,Dursun Zaman (feat. Göksel),Bu Son Olsun,Kafile,Ölürüm Hasretinle,Mor Yazma,Hoşçakal,Oyunbozan,Bir Sevmek Bin Defa Ölmek Demekmiş,Haydi Gel İçelim,Dibine Kadar,Saydim,Koca Yaşlı Şişko Dünya,Seni Her Gördüğümde,Islak Islak,Ne Güzel Güldün,Sil Baştan,Daha Mutlu Olamam,Dünyanın Sonuna Doğmuşum,Seni Kendime Sakladım,Bak,Hele Bi Gel,Acının İlacı,Istanbul,Ceviz Ağacı,Senden Daha Güzel,Tastamam,Meyhaneler Sen...,Elfida,Aynalı Kemer,Yağmurlar,Sevmekten Usanmam,Renkli Rüyalar Oteli,Bir Kadın Çizeceksin,Ele Güne Karşı,Yollarda Bulurum Seni,Mayın Tarlası,Resimdeki Gözyaşları,Belki Bir Gün Özlersin,İstanbul'da Sonbahar,Kara Sevda,Araf,Ölüyorum,Sakın Gelme,Paramparça,Tamirci Çırağı,Çakıl Taşları,"Senden, Benden, Bizden",Kan ve Gül,Olsun,Yad Eller,Dağları Deldim,Düşler Sokağı,Bu Sabahların Bir Anlamı Olmalı,Gemiler,Islak Islak,Mazeretim Var Asabiyim Ben,Aşk Durdukça,Gidiyorum,Dön Bak Dünyaya
17,Akıbet,Artık Melek Değilim,Askti Bu,"Aşk, Virüs",Ayıp Olmaz Mı?,"Babam, Oğlum",Bak,Balad,Benimle Uçmak İster Misin?,Bir Derdim Var - Canlı Senfonik,Bir Yol Bulursun,Boşver - 2020 Remastered,Bırak Kadının Olayım,Böyledir Bu İşler,Bu Biçim,Bugün,Canım Çok Yanıyor,Cherokee,Daha Mutlu Olamam,Darbe,Don Kisot,Dünya,Elimdeki Saz Yeter Canıma,Eski,Eski Şarkısı,Eyvallah,Fahişe,Falan Filan,Fırtına,Fotograf,Gece,Geç Kaldım,Geçmiş Olsun,Gitti Gider,Görmüyorsun,Gül Kendine,Gündüz Yüzlü Kız,Güneşi Beklerken,Güneye Giderken,Gün Olur Devran Döner,Hadi Beni Güldür,Hakkınız Yoktu,Halimiz Duman,Hangimiz Masumuz,Hayalperest,Haziran,Her Neyse,Herşey Biter,Her Zaman Yanındayım,Hisset Beni,Hoşçakal,İki Aşk,İki Yabancı,Sevmeden Geçer Zaman,Kalpsiz Romantik,Nefes Bile Almadan,Sen de Saçmala,Prensesin Uykusuyum,Beni Sevdi Benden Çok,Kanıyorduk,Mutlu Olmak İçin,Hala Seni Çok Özlüyorum,Aşık Oldum Celladıma,Mutlu Olmak İçin,Kafası Şekerli,Yolunda Gitmeyen Adam,Bugün Herkes Ölsün İstedim,Papatya,Ruhun Sarışın,N'apim Tabiatım Böyle,Aşk Kırıntıları,Paramparça,Serseri,Rüzgar Gülü,Senden Önce Senden Sonra,Uykusuz Her Gece,Mavi Kuş İle Küçük Kız,Güzel Bir Gün,O,Seninim Son Kez,Çölde Çiçek,Güzel Bir Gün Ölmek İçin,Zamparanın Ölümü,Ne Ekmek Ne De Su,Yıldızları Yakalamak,Saat 03:00,Limanında,Kardelen,Terlemeden Sevişenler,Bazı Yalanlar,Haziran,Tek Başına Dans,Uçurtmalar,Sus Konuşma,İstasyon İnsanları,Martılar,Kadının Gidişi,Rapsodi İstanbul,O Yaz
#24,Bir Derdim Var - Canlı Senfonik,Hayatı Yaşa,Yarısı Yok,Vazgeçtim Ben Bugün,Sultan-ı Yegâh,Dursun Zaman (feat. Göksel),Ben Öldüm,Ben Böyleyim,Yıldızlara Bak,Lan Oğlum Böyle Olmaz,Aşk Meşk Yok,Ayıp Olmaz Mı?,Yine Yeni Yeniden - Yeniden Sev,Sevda Çiçeği,Gelme Aklıma,Deli,Gözleri Kanlı,Yalan,Işıkları Söndürseler Bile,Forsa,Bana Bir Şarkı Söyle,Dünyanın Sonuna Doğmuşum,En Güzel Günüm Gecem,Sana Değmez,Aşk İçinde,Kördüğüm,Sadece Koklayacaktım,Cevapsız Sorular,Araf,Seviyorsan İnanıyorsan,Gitme,Gül Kendine,22,Hayat,Yalnız Şarkı,Köprüaltı,Bir Derdim Var,Geçmiş Olsun,Madem,Oyunbozan,Daha Mutlu Olamam,Sonbahar,Dibine Kadar,Son Sabah,Oje,Nakba,Öyle Dertli,Eski Şarkısı,Bu Akşam,İddia,Yanıbaşımdan,Ah,Güneşi Beklerken,Gönül İster,Son Deneme,Sor,Kırmış Kalbini,Karanlık,İz Bırakanlar Unutulmaz (feat. Vega),Bazen,Seni Kendime Sakladım,Kolay Değildir,Camgezer,Olabilirdik,Her Şeyi Yak,Zıtlıklarına Hastayım,Küçük Sevgilim,Sor Bana Pişman mıyım,Kafama Göre,Yalan,Re,Gece,Kara Kutu,Beni Benimle Bırak,Büyük Düşler,Melek,Aşk Nerden Nereye,Her Şey Güzel Olacak,Bal,Elleri Ellerime,Yürekten,Bir Kadın Çizeceksin,Arsız Gönül,Korkmuyorum,Dinle Beni Bi',Cambaz,Y.o.k.,Hala Çok Güzelsin,Melekler Ölmez,Rüyanda Görsen İnanma,Yıldızların Altında,Hep De Yorgun,Olmaz Mı,Yakamoz Güzeli,Gönül,Serseri Mayın,Giderdi Hoşuma,Sakladığın Bir Şeyler Var,Her Aşk Ölümü Tadacak
Cevapsız Sorular,Kafile,Ölsem Yeridir,Cambaz,Porselen Kalbim,Zombi,Giderdi Hoşuma,Altüst Olmuşum,Bir Derdim Var,Ay Tenli Kadın,O Ben Olamam,Senden Daha Güzel,Dinle Beni Bi',Seni Dert Etmeler,Kazılı Kuyum,Mutlu Olmak Zordur Derler (Akustik),Haydi Gel İçelim,Kupa Kızı Ve Sinek Valesi,Belki Üstümüzden Bir Kuş Geçer,Sevsene Beni,Kendime Yalan Söyledim,Seni Kendime Sakladım,Daha Mutlu Olamam,Dursun Zaman (feat. Göksel),Öyle Dertli,Yad Eller,Yalan,Araf,Aşk Nerden Nereye,Yıldızların Altında,Oyunbozan,Aman Aman,Bir Kadın Çizeceksin,Bu Akşam,Hoşçakal,"Senden, Benden, Bizden",Bu Aşk Fazla Sana,Aşk Durdukça,Sen Ağlama,Bir Pazar Kahvaltısı,Ben Böyleyim,Unut Beni,Sen Ağlama,Yıldızlara Bak,Afili Yalnızlık,Haram Geceler,Sil Baştan,Ah Benim Hayatım,Bal,Yağmurlar,Kafama Göre,Yine Yazı Bekleriz,Kapısı Kapalı,Durma Yağmur Durma,Ah,Aşkı Harcamanın 80 Yolu,Yalnızlığın Çaresini Bulmuşlar,Benimle Kayboldun,Haberin Yok Ölüyorum,Ben Sende Yandım - Mavi,Yanmış İçinden,Son Defa,Meyhaneler Sen...,Sevda Çiçeği,Sigara,Zaferlerim,Aşkın Mapushane,Kırmış Kalbini,Aşktan Öte - Akustik,Sarılırım Birine,Yollarda bulurum senı,Arsız Gönül,Ben Öldüm,Ölüyorum,N'apim Tabiatım Böyle,Acının İlacı,Saydim,Fırtınam,Yapma N'olursun,Mayın Tarlası,Koca Yaşlı Şişko Dünya,Dağları Deldim,Her Şeyi Yak,Paranoya,Mavi Ekran,Olmaz,Sen Anla,Bugün,Benden Bana,Dayanamam,Bırak Seveyim Rahat Edeyim,Çakıl Taşları,Ozledim Seni,Dediler Ki,Dünyanın Sonuna Doğmuşum,Rüyalarda Buruşmuşum,Yaşıyorum Sil Baştan,Yaz Yaz Yaz,Ne Farkeder,Bırakma Kendini
Son Kere,Cevapsız Sorular,Dursun Zaman (feat. Göksel),Sen Ağlama,Her Şeyi Yak,Değmesin Ellerimiz,Hoşçakal,Haram Geceler,Serseri,Kendime Yalan Söyledim,Belki Üstümüzden Bir Kuş Geçer,Seni Kendime Sakladım,Oyunbozan,Cambaz,Sarılırım Birine,Kafile,Zamparanın Ölümü,Zamparanın Ölümü (İkinci Ve Son Bölüm),Anlıyorsun Değil Mi?,Sus Konuşma,Okyanus,Kadın,Gönülçelen,Hayalperest,Kupa Kızı Ve Sinek Valesi,Yine Yeni Yeniden - Yeniden Sev,Dünyanın Sonuna Doğmuşum,Bir Kadın Çizeceksin,We Could Be The Same - Istanbul,Zombi,Acının İlacı,Haydi Gel İçelim,Öyle Dertli,Ele Güne Karşı,Bulut,Yalnızlar Rıhtımı - Remix,Benden Adam Olmaz,Kendimden Geriye,Deprem,Yaşamak İstemem,Sadece Senin Olmak,Olsun - Akustik,Geçmişin Yükü,Bebek,Siyah,Melekler Ölmez,Yarım Kalan Şarap,Siyah (Esved),Devran,Hokkabaz,Ölüyorum,Sigara,Ben Seni Arayamam,İz Bırakanlar Unutulmaz,Afili Yalnızlık,Aşka Dair,"Olmadı Yar - Live At Maslak Venue, İstanbul / 2003",Öyle Sarhoş Olsam Ki,Aldırma,Lambaya Püf De,Ağlama Değmez Hayat,Kahpe,Gel Gor Beni,YAS,Ben Şarkımı Söylerken,Aşktan Öte,Şairin Elinde,Sakın Söyleme,Çektir Git,Ama Aşkım Yok,A) Şık,Ölürüm Sana - Bonus Track,Gumus,Kaçış,İnsanlar,Arabic Fahişe,Yalan,Uyut Beni,Sorma,Nefes
Ağlama ben ağlarım,Paramparça,Kendimi Ararken,B.,Zombi,Olabilirdik,Çok Yazık,Al Aramızdan,Uyumsuz,Bi' Sen Varsın,Acının Olmadığı Yer,Üzüntüler,Araba,Son Arzum,Hep De Yorgun,Durmaz Akar,Günü Gelir,Bilir O Beni,Dip,Tutun Sen Bana,Ölümle Yaşam Arasında,Aç Bu Şarkıyı,Geceyi Anlatmış,Fırtınadayım,Dünyanın En Güzel Kızı,Sen Varsın Diye,Son Durağın,Gitme,Gökyüzünü Tutamam,Uçalım Marsa,Sana Çıkıyor Yollar - Kaderimin Oyunu Orijinal Dizi Müziği,Kaybolurum Gülüşünde,Gamzedeyim Deva Bulmam,Altüst Olmuşum,Fan,Belki,Aşkın Yalanmış,İpotek Ettim Kalbimi,Merhabalar,Yıldızların Altında,Gece Görüşü,Son Seslenişim,Yokluğunda,Bitti Rüya,Sevilmemişim,Koptu İpim Düşüyorum,Dünyaya Bedel,Haydi Gel İçelim,Dibine Kadar,Ellerin Uzansa,Nasıl Güzel,M.,Ay Tenli Kadın,Bile Bile,Bir Öyle Bir Böyle (Jimi Hendrix),Yarım Kalan Sigara,Bu Saatten Sonra,Bu Dünya,Dan Dan,Kafamda Kentsel Dönüşümler,Ne Ay Geceden,Hiç İyi Değilim,Libertad,Yine Yeni Yeniden - Yeniden Sev,Cherokee,Çok Zaman Geçti Ardından,Ah Canım Sevgilim - Demo,Biri Var,Yaralarını Ben Sarayım,Dağ,Koca Yaşlı Şişko Dünya,Dinle Beni Bi',Belki Çok Da Şey Yapmamak Lazım,Gezegen,Bir Sebebi Var,Ponçik Bir Geveze,Kupa Kızı Ve Sinek Valesi,Benimle Yan,Katiller Cenazede,Tamirci Çırağı,Dünyalar Senin Olsun,Güneye Giderken,Kayboldun,Bir Derdim Var,Söyle,Hoş,Gönül Çalamazsan Aşkın Sazını,Bütün Şarkılar Biter,Daha Mutlu Olamam,Küçüğüm,Begonya,küfür mü iltifat mı,Banane,Herkese Yetecek Kadar (Şen Bakkal Live Session),Koma Hali,HİÇ,Kimileri,Her Gece,Yol Aldım,Ben Yağmuru Bilirim
Gayret Et Guzelim,Adsız Özlem,Beni Vur - Akustik,Sen Ağlama,Kendime Yalan Söyledim,Pembe Mezarlık,Dönersen Islık Çal,Elfida,Senden Vazgeçmem,Ankara'da Aşık Olmak,Yalnızlığım,Yeter Ki,Zaman Zaman,Tek Başına,Sevda Çiçeği,Bir Harmanım Bu Akşam,Bu Kalp Seni Unutur mu,Gecenin Üçünde,Gönül,Ayrılık Olsa Bile,Farketmeden,Bir Sevmek Bin Defa Ölmek Demekmiş,Aşk Bitti,1980,Olur Ya,Unutama Beni,Gemiler,Bu Defter Kapansın,Tövbe,Mevsim Bahar,Çiçekler Açar (Akustik),Son Rüya,Bir Pazar Kahvaltısı,Kalbim,Kalbin Yok mu,Yeni Bir Gün Doğdu Merhaba,Sana Değmez,Ben Ölmeden Önce,İki Yol,Gül Bebeğim,Bilir O Beni,Kupa Kızı Ve Sinek Valesi,Sen Beni Unutamazsın,Fırtınam,Sonsuz,Bu Akşam,Yıldızların Altında,Dibine Kadar,Bir Derdim Var,Anason,Oyunbozan,Beni Aşka İnandır,Nasıl Öğrendin Unutmayı,Değmesin Ellerimiz,Hata,Kadınım,Mey,Olsun,Yokluğunda,Haram Geceler,Sensiz Ben,Yeni Bir Gün,Meyhaneler Sen...,Yağmur,Talihim Yok Bahtım Kara,Yağmur Yüreklim,Sözlerimi Geri Alamam,Haydi Söyle,Bir İlkbahar Sabahı / Rakınrol Musiki Cemiyeti - Live,Seni Kaybettiğimde,Bulamam Seni,Yine Yazı Bekleriz,Ben Kimim,Ben Ne Yangınlar Gordüm,Ahtapotlar - Akustik Version,Hatıran Yeter,Bütün Şarkılar Biter - Akustik,Seni Rastgele Sevmedim,Saydım,Sen Istersin,Unutmam Lazım,Özgürce Yaşa,Arada Bir,Yatağın Soğuk Tarafı,Sevgilim Beni Affet,Alev Alev,Aman Aman,Sükut-u Hayal,Evleniyormuşsun Bugün,Gurur Benim Neyime?,Fener,Hala Çok Güzelsin,Nefes Bile Almadan,Aşk Durdukça,Mutlu Olmak İçin,Sen de Gidersen,Kafile,Seni Kendime Sakladım,Ben Seni Arayamam,Bende Bir Problem Var
Halimiz Duman,Alışamadım Yokluğuna,Aklımın İplerini Saldım,Deprem,Oyunbozan,Oje,Kafile,Bertaraf Et,Geç Kaldım,Bana Bir Saz Verin,Sözlerimi Geri Alamam,Yağmur,Her Şeyi Yak,Sana Ne?,Aman Aman,Sakin,Dünyanın Sonuna Doğmuşum,Kırmış Kalbini,Ben Seni Arayamam,İstasyon İnsanları,Bak,Seni Kendime Sakladım,Soyle de Bilelim,Nerdesin,Yol Gözümü Dağlıyor,Bal,Cambaz,Köprüaltı,Diskotek,Senin Gibi,Gemiler,Yalnız Kalsın,Ozledim Seni,Gunese Bakarken,Kacis,Yanıbaşımdan,Yeniden Hayata,Belki Alışman Lazım,Herşey Yolunda,Ölüyorum,Istanbul,Yağmur Ol da Gel,En Güzel Günüm Gecem,Daha Mutlu Olamam,Gel Gor Beni,Belki Alışman Lazım,Gönülçelen,Seni Kendime Sakladım,Hayatı Yaşa,İhtimaller Denizi,Her Şeyi Yak,Pencere,İstiklal,Dön Bak Dünyaya,İki Yabancı,Aman Aman,Bu Akşam,Unut Beni,İstanbul,Köprüaltı,Meczup,Bu Sabahların Bir Anlamı Olmalı,Dağları Deldim,Mutlu Olmak İçin,Sallandım,Bir Kadın Çizeceksin,Yıldızların Altında,Ah,Dem,Rüyanda Görsen İnanma,Hasret,Aşk Geri Gelir,Değmesin Ellerimiz,Anlayamazsın,Dünyadan Uzak,Melekler,Kendimden Geriye,Cevapsız Sorular,Haydi Gel İçelim,Çıldırmicam,Ben Böyleyim,Ağla,Fırtınam,Lan Oğlum Böyle Olmaz,Afili Yalnızlık,Yalan,Saydim,Mor Yazma,Aşk İçinde,Haberin Yok Ölüyorum,Yalnızlık Paylaşılmaz,Sarı Çizmeli Mehmet Ağa,Sonsuz,Dursun Zaman (feat. Göksel),Dön Bana,Kendime Yalan Söyledim,Kafama Göre,Öyle Dertli,Skalonga,Yalniz Degilsin
Zaferlerim,Korku,Uzun Geceler,Buralar Yalan,Merhabalar,Soğuk Odalar,Şimdi Hayat,Eylül Akşamı,Adım Yok,Kendim Ettim Kendim Buldum,Ölmek İstedim,Islak Islak,Son Defa,Yad Eller,Unut Beni - Akustik,Beni Biraz Böyle Hatırla,Halledebilirdik,Berrak,Ben Hala Vazgeçmedim,En Dibine Kadar,Şeyhim Beni Işınla,Acemiler,Birileri Var,Haberin Yok Ölüyorum,Ah,Şakacı Birisin Sen,Ah Benim Hayatım,Yalnız Ölü Balıklar Akıntıyı Takip Eder - 7'' Edition,Lan Oğlum Böyle Olmaz,Oysa Bir Umuttu,Döneceksin Diye Söz Ver,Al Gece Yarılarımı Benden,Bak,Alıştım Susmaya,Her Şey Biraz Hala Sen,Islak Islak,Uçurtma,Yani,"Olmadı Yar - Live At Maslak Venue, İstanbul / 2003",Geberiyorum - Nazım Hikmet Ran Günler Şiiri,Kalan Sağlar Senin Olsun,Sil Baştan,Gel Gör Beni Aşk Neyledi,Olsun - Akustik,Afili Yalnızlık,Bir Garip Aşk Bestesi,Aşk İçinde,İçimde Ölen Biri,Haram Geceler,Aşk Durdukça,Düşler Sokağı,Delilik,Bak,Olan Biten,Kerkük Zindanı,Senden Vazgeçmem,Yalnızlar Rıhtımı,Nazar Eyle,İstemem Söz Sevmeni,Yalnızım Ben,Bikinisinde Astronomi - Bonus Trek,Mavi Ekran,Kapısı Kapalı,Ben de Özledim,Anma Arkadaş,Ah Bir Ataş Ver,Aşkın Mapushane,Araf,İstanbul'da Sonbahar,Olduramadım,Hikaye,Belki Bir Gün Özlersin,23,Benden Adam Olmaz,Güzel Bir Gün Ölmek İçin,Razıysan Gel,Uzak Yol,Hata,Köle,Haydar Haydar,Unutama Beni,Gitti Gider,Utanmazsan Unutmam,Gözlerimin Etrafındaki Çizgiler,Son Arzum,Biri Vardı,Ben Seni Arayamam,Mevsimler Geçerken,Yalnızlık Senfonisi,Hikayem Bitmedi,Bir Pazar Kahvaltısı,Yaz Yaz Yaz,Yıldızların Altında,Kafile,Bir Sevmek Bin Defa Ölmek Demekmiş,Aklımı Geri Ver,Firuze,Mevsimler Geçerken,Aysel Git Başımdan,Küçük Sevgilim - Canlı
TEOMAN - Papatya,Yaşamak İstemem,Sadece Senin Olmak,Bir Derdim Var,Cambaz,Yaz Yaz Yaz,Cevapsız Sorular,Bir Kadın Çizeceksin,Unut Beni,Sensiz Ben,Yalan,Athena - Senden Benden Bizden,Ölürüm Hasretinle,Ben Öldüm,Kendime Yalan Söyledim,Zaferlerim,Elfida,Arada Bir,Pembe Mezarlık,Sözlerimi Geri Alamam,Bekle Dedi Gitti - Çizik,Sensiz Kalacak Bu Şehir,Elleri Ellerime,Ahtapotlar,Fırtınam,Zifiri,Dön Bak Dünyaya,Ben Nası Büyük Adam Olucam,Bir Anda,Köprüaltı (feat. Turku Turan),Senden Daha Güzel,Öyle Dertli,Bu Aşk Beni Yorar,Haberin Yok Ölüyorum,Renkli Rüyalar Oteli,Tek Başına Dans - Orijinal Versiyon,Rüzgar Gülü,Çoban Yıldızı,Sonsuz,Kara Sevda,Dönence,Amasra,Gözlerin - Yalancı Yarim,Bu Havalarda Dönme Bana,Belki Üstümüzden Bir Kuş Geçer,Haydi Gel İçelim,Düşler Sokağı,Huzun Kovan Kusu,Edepsiz Komedya,Ver Bana Düşlerimi,Ozledim Seni,Askti Bu,Prensesin Uykusuyum,Mutlu Olmak İçin,Dediler Ki,Senin Gibi,Sen Ağlama,Olsun,Seksendört - Kendime Yalan Söyledim,Vazgeçtim Ben Bugün,Aşk Nerden Nereye,Sensiz İstanbul'a Düşmanım (feat. Emre Aydin),Baba Mesleği (feat. Ferman Akgül),Fırtınam,Yağmur,Hadi Beni Güldür,Pencere,Yar Olmadın,Büyüdük Aniden,Ask Sevgiden Beter,Istanbul,Mühürlü Kaderim,Susma,Sükut-u Hayal,Ben Ölmeden Önce (feat. Fatih Erdemci),Ateş ve Su,Şairin Elinde,Yarım Kalan Şarap,Yeniden Hayata,Tüm Şehir Ağladı,Kördüğüm,Su Gibi,Aşka Dair,Sen Anla,Dağları Deldim,Hep Yek,Laubali,Asktan Ote,Bu Aşk Fazla Sana,Sigara,Vazgeçtim Dünyadan,Deli Kızım Uyan,Babam Oğlum,Çocukken Sahip Olduğum Kırmızı Rugan Ayakkabılar,Ben Bir Mülteciyim,Vazgeçtim Dünyadan,Elimde Değil,Serzenişte,Yine Yazı Bekleriz,Deprem
Gözlerimin Etrafındaki Çizgiler,Tek Başına Dans,Oyunun Sonu,Çocukken Sahip Olduğum Kırmızı Rugan Ayakkabılar,Motosikletli Kız,Renkli Rüyalar Oteli,Siyah Beyaz,Bak,Anason,Bu Aşk Fazla Sana,Bir Kadın Ve Bir Erkek,Galata'da Rıhtımda,Bir,Y.o.k.,Siyah,Kendimden Geriye,Sarı Çizmeli Mehmet Ağa,Namus Belası,Aşk Aşısı,Arsız Gönül,Kafama Göre,Bir Kadın Çizeceksin,Beyoğlu,Kime Ne,Gündüz Gece,Bir Derdim Var,Oyunbozan,Sevda Çiçeği,Yaz Yaz Yaz,Senden Daha Güzel,Aman Aman,Haydi Gel İçelim,Yürek,Saydim,Mor Yazma,Yıldızların Altında,Öyle Dertli,Helal Olsun,Bu Akşam,Deprem,Yine,Nafile,Neanderthal,Kimse Bilmez,Sen Anla,Kargalar,Yine Düştük Yollara,Şairin Elinde,Sözlerimi Geri Alamam,Ben Böyleyim,Skalonga,Elleri Ellerime,Papatya,Vur Sen Beni,Olsun,Her Aşk Ölümü Tadacak,Sor Bana Pişman mıyım,"Senden, Benden, Bizden",Açılsın Gözlerin,Sensiz Şarkı,Delilik,Köprüaltı,Seytan Bunun Neresinde,Askina Elveda,Yanıbaşımdan,Doğmadan Önce,Hasretler Ayrılıkta Başlar,Kumralım,Ölürüm Hasretinle,Kimse Sevmez Beni,Deli,Ben de Özledim,Kolay Değildir,Öyle Bir Geçer (Live @FadeOut Studios),Doldum,Sarılırım Birine,İyi de Bana Ne,Yalnızlık Paylaşılmaz,Sesimi Duymuyor musun
